Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,Delivery Time
1283155,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TN,37047,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,0
1283511,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,SC,29485,Midwestern Health Management INC,Closed with explanation,Yes,,1
1283508,Credit reporting,,Incorrect information on credit report,Public record,CA,95677,Equifax,Closed with non-monetary relief,Yes,,1
1283495,Credit reporting,,Credit reporting company's investigation,Investigation took too long,IL,62864,Equifax,Closed with explanation,Yes,,1
1283507,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32909,TD Bank,Closed with explanation,Yes,Yes,1
1283505,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,VA,20166,"American Collections Enterprise, Inc.",Closed with explanation,Yes,Yes,1
1283500,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,78214,Ally Financial Inc.,In progress,Yes,,1
1283515,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91750,"CCS Financial Services, Inc.",Closed with explanation,Yes,Yes,1
1283516,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91750,Wells Fargo,Closed with non-monetary relief,Yes,,1
1283755,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85048,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,1
1283748,Credit reporting,,Incorrect information on credit report,Information is not mine,MS,39556,Equifax,In progress,Yes,,1
1282240,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,TX,77055,"Enova International, Inc.",Closed with explanation,Yes,,3
1283229,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,FL,32081,Wells Fargo,Closed with explanation,Yes,,1
1283202,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MD,21208,"Bogman, Inc",Closed with explanation,Yes,,1
1283243,Money transfers,International money transfer,Other transaction issues,,LA,71378,Navy FCU,In progress,Yes,,1
1282927,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,TX,77073,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,0
1282563,Consumer loan,Vehicle loan,Taking out the loan or lease,,TX,75662,Ally Financial Inc.,In progress,Yes,,0
1282406,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,OH,44484,Equifax,Closed with explanation,Yes,,0
1281438,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92024,Nationstar Mortgage,Closed with explanation,Yes,,0
1282235,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,CA,90034,Citibank,Closed with non-monetary relief,Yes,,0
1281196,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,PA,19468,Equifax,Closed with explanation,Yes,,0
1281192,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NJ,7093,"Convergent Resources, Inc.",Closed with explanation,Yes,Yes,0
1281162,Credit reporting,,Incorrect information on credit report,Account terms,MA,2072,Equifax,Closed with explanation,Yes,,0
1281161,Credit reporting,,Incorrect information on credit report,Account terms,MA,2072,TransUnion,Closed with non-monetary relief,Yes,,0
1281872,Debt collection,,Cont'd attempts collect debt not owed,Debt was paid,TX,79761,Transworld Systems Inc.,In progress,Yes,,4
1281923,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,OH,45342,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,0
1281600,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79404,Equifax,Closed with explanation,Yes,,0
1281510,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,75028,"Convergent Resources, Inc.",Closed with explanation,Yes,,0
1281435,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,DC,20009,"Aargon Agency, Inc.",Closed,Yes,,0
1281718,Credit reporting,,Incorrect information on credit report,Account status,GA,30705,Equifax,Closed with explanation,Yes,,0
1281558,Credit reporting,,Credit reporting company's investigation,Investigation took too long,WI,54911,TransUnion,Closed with explanation,Yes,,0
1281648,Credit reporting,,Incorrect information on credit report,Account terms,MA,2119,TransUnion,Closed with non-monetary relief,Yes,,0
1281711,Credit reporting,,Credit monitoring or identity protection,Billing dispute,NY,10940,TransUnion,Closed with explanation,Yes,,0
1281667,Credit reporting,,Incorrect information on credit report,Information is not mine,LA,70816,Equifax,Closed with explanation,Yes,,0
1281614,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,CT,6512,Ally Financial Inc.,In progress,Yes,,6
1281649,Credit reporting,,Incorrect information on credit report,Account terms,MA,2119,Equifax,Closed with explanation,Yes,,0
1281544,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MS,39564,"Eastern Account Systems of Connecticut, Inc.",Closed with explanation,Yes,,0
1281806,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92021,TransUnion,Closed with explanation,Yes,,0
1281557,Credit reporting,,Credit reporting company's investigation,Investigation took too long,WI,54911,Equifax,Closed with explanation,Yes,,0
1281870,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20772,Nationstar Mortgage,Closed with explanation,Yes,,0
1281929,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",,NE,68632,U.S. Bancorp,Closed with explanation,Yes,,0
1281990,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,VA,23168,Equifax,In progress,Yes,,0
1282002,Consumer loan,Vehicle loan,Managing the loan or lease,,CO,80422,Ally Financial Inc.,In progress,Yes,,0
1281728,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,NY,11720,"Independent Recovery Resources, Inc.",Closed with non-monetary relief,Yes,,0
1281971,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MD,20613,Nationstar Mortgage,Closed with explanation,Yes,,0
1281942,Money transfers,International money transfer,Other transaction issues,,CA,90032,MoneyGram,In progress,Yes,,0
1281283,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,IL,60466,Equifax,Closed with explanation,Yes,,0
1281943,Consumer loan,Vehicle lease,Problems when you are unable to pay,,CA,93063,Ally Financial Inc.,In progress,Yes,,0
1281807,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92021,Equifax,Closed with explanation,Yes,,0
1282004,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,TX,78041,Citibank,Closed with explanation,Yes,,4
1282229,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MN,55426,Equifax,Closed with non-monetary relief,Yes,,0
1282099,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,27540,JPMorgan Chase,Closed with non-monetary relief,Yes,,0
1281285,Credit reporting,,Incorrect information on credit report,Account status,TX,79935,Equifax,Closed with explanation,Yes,,0
1281145,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,MD,21208,Equifax,Closed with explanation,Yes,,0
1282061,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,SC,29709,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,0
1282032,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,94603,Nationstar Mortgage,Closed with explanation,Yes,,0
1282163,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,IL,60642,Equifax,Closed with explanation,Yes,,0
1282138,Consumer loan,Vehicle loan,Problems when you are unable to pay,,CA,91360,Toyota Motor Credit Corporation,Closed with explanation,Yes,,0
1281305,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,IL,60649,Transworld Systems Inc.,In progress,Yes,,0
1281468,Debt collection,,Communication tactics,Frequent or repeated calls,FL,32828,Professional Recovery Management,Closed with explanation,Yes,,3
1281123,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,PA,17101,Niagara Portfolio Solutions LLC,Closed,Yes,,0
1282735,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,CT,6117,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes,0
1282356,Bank account or service,Checking account,Using a debit or ATM card,,ID,83852,U.S. Bancorp,Closed with explanation,Yes,,0
1282367,Credit reporting,,Incorrect information on credit report,Public record,HI,96734,Equifax,Closed with explanation,Yes,,0
1282703,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75751,Equifax,Closed with explanation,Yes,,0
1282484,Credit reporting,,Incorrect information on credit report,Account terms,NY,10016,Equifax,Closed with explanation,Yes,,0
1282456,Bank account or service,Other bank product/service,Deposits and withdrawals,,NJ,7090,Wells Fargo,Closed with explanation,Yes,,0
1282635,Student loan,Non-federal student loan,Getting a loan,,FL,34203,Discover,Closed with non-monetary relief,Yes,,3
1282513,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,GA,30315,Equifax,Closed with non-monetary relief,Yes,,0
1282612,Credit card,,Other,,OH,43123,JPMorgan Chase,Closed with explanation,Yes,,0
1281128,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92101,Ocwen,Closed with explanation,Yes,,0
1282845,Bank account or service,Other bank product/service,Problems caused by my funds being low,,CO,80302,Wells Fargo,Closed with monetary relief,Yes,,4
1282773,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,AL,36092,Equifax,In progress,Yes,,0
1282901,Credit reporting,,Incorrect information on credit report,Public record,GA,30510,Equifax,Closed with non-monetary relief,Yes,,0
1282849,Bank account or service,Savings account,"Account opening, closing, or management",,CA,91601,Wells Fargo,Closed with explanation,Yes,,4
1282879,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NE,68372,Equifax,Closed with explanation,Yes,,0
1282976,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,VA,22193,WestStar Mortgage Inc.,In progress,Yes,,0
1282948,Credit reporting,,Incorrect information on credit report,Account status,VA,24550,Equifax,Closed with explanation,Yes,,0
1282931,Debt collection,Medical,Communication tactics,Frequent or repeated calls,IL,60659,"Harris & Harris, Ltd.",Closed with explanation,Yes,,0
1282971,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NC,27511,Equifax,Closed with non-monetary relief,Yes,,0
1282953,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30019,Astoria Bank,In progress,Yes,,0
1283223,Credit card,,Cash advance fee,,OH,43017,JPMorgan Chase,Closed with monetary relief,Yes,,1
1283214,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,GA,30345,Prince Parker & Associates,Closed with explanation,Yes,,3
1283212,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,CA,92663,"CMRE Financial Services, Inc.",In progress,Yes,,1
1283232,Credit reporting,,Incorrect information on credit report,Public record,UT,84738,Equifax,Closed with explanation,Yes,,1
1283236,Credit reporting,,Incorrect information on credit report,Account status,FL,33326,Equifax,Closed with explanation,Yes,,1
1283249,Bank account or service,Checking account,"Account opening, closing, or management",,CA,95823,The Huntington National Bank,In progress,Yes,,1
1281385,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,PA,15136,Experian,Closed with non-monetary relief,Yes,,1
1280327,Bank account or service,Savings account,"Account opening, closing, or management",,CA,92845,Ally Financial Inc.,In progress,Yes,,5
1281350,Payday loan,,Can't contact lender,,TX,78224,Speedy Cash Holdings,Closed with explanation,Yes,,1
1279379,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90249,TransUnion,Closed with explanation,Yes,,0
1281097,Debt collection,,Communication tactics,Frequent or repeated calls,OH,45065,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,0
1279668,Money transfers,International money transfer,Fraud or scam,,NY,11229,MoneyGram,Closed with explanation,Yes,Yes,0
1279375,Credit reporting,,Incorrect information on credit report,Public record,CA,92879,Equifax,In progress,Yes,,0
1279371,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,94533,"States Recovery Systems, Inc.",Closed with explanation,Yes,,0
1279373,Credit reporting,,Incorrect information on credit report,Public record,CA,92879,Experian,In progress,Yes,,0
1279158,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,78403,TransUnion,Closed with explanation,Yes,,0
1279135,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,23847,Ocwen,Closed with explanation,Yes,,0
1281376,Credit card,,APR or interest rate,,MI,49006,JPMorgan Chase,Closed with explanation,Yes,,1
